SpecimenCode	Subfamily	Genus	Species	LifeStageSex	Medium	SpecimenNotes	DNANotes	LocatedAt	OwnedBy	TypeStatus	DeterminedBy	DateDetermined	CollectionCode	CollectedBy	DateCollectedStart	DateCollectedEnd	Method	Habitat	Microhabitat	CollectionNotes	LocalityName	Adm1	Adm2	Country	Elevation	ElevationMaxError	LocLatitude	LocLongitude	LatLonMaxError	Bioregion	LocalityNotes	LocalityCode	Created	uploadId
casent0008213	dolichoderinae	linepithema	humile		Pin				CASC				BAAS_BB131	C.K. Fischer	2004-05-18		Bay Area Ant Survey (BAAS)	backyard	crawling across brick patio	Linepithema humile	Fischer Brick Patio, 24376 Oregon St. (near Telegraph), Berkeley 94705-1114	California	Alameda	United States			37.85867	-122.25839		Nearctic		BAAS_BB131	2024-08-16 02:45:51.0	1691	
casent0008237	dolichoderinae	linepithema	humile		Pin				CASC				BAAS_CC100	T.T. Pratkanis	2004-05-14		Bay Area Ant Survey (BAAS)	lushly wooded area	edge of concrete path / roadway (nest was found)	Linepithema humile	UC Santa Cruz campus, Social Sciences II Building, near McLaughlin Dr., 95064	California	Santa Cruz	United States			36.99622	-122.05362		Nearctic		BAAS_CC100	2024-08-16 02:45:51.0	1691	
casent0008238	dolichoderinae	linepithema	humile		Pin				CASC				BAAS_CC112	D.R. Destremps	2004-05-14		Bay Area Ant Survey (BAAS)	next to Sharp Park Golf Course	from crack in sidewalk curb next to dog feces	Linepithema humile	Clarendon Road next to Sharp Park Golf Course near Pacifica pier between Beach Bl. And Palmette Ave. Pacifica 94044	California	San Mateo	United States			37.6299	-122.4938		Nearctic		BAAS_CC112	2024-08-16 02:45:51.0	1691	
casent0008240	dolichoderinae	linepithema	humile		Pin				CASC				BAAS_AA20	G.M. Drewes	2004-05-16		Bay Area Ant Survey (BAAS)		under 1' pavement blocks in garden	Linepithema humile	Stanford Campus, 770 Santa Ynez, Stanford 94305	California	Santa Clara	United States			37.41696	-122.17053		Nearctic		BAAS_AA20	2024-08-16 02:45:51.0	1691	
casent0008455	dolichoderinae	linepithema	humile		Pin				CASC				BAAS_AU228	S.O. Rodriquez	2004-09-28		Bay Area Ant Survey (BAAS)		classroom sink	Linepithema humile	6328 E. 17th St., Oakland, 94605	California	Alameda	United States			37.76132	-122.19484		Nearctic		BAAS_AU228	2024-08-16 02:45:51.0	1691	
casent0009710	dolichoderinae	linepithema	humile	1 worker, 1 male	Pin		DNA voucher		CASC			2004-03-09	ANTC6076	Christopher Quock	2004-05-28			in damp sandy soil by trees and low vegetation	found under rocks		Lands End Coastal Trail	California	San Francisco	United States			37.78389	-122.51222		Nearctic		Lands_End_6.66	2024-08-16 02:45:15.0	1691	
casent0009710-d01	dolichoderinae	linepithema	humile	1 worker	Vial (100% EtOH)		sent to Alex Smith for barcoding, U of Guelph BOX-00584;BOLD Process ID: ASAM3191-05; COI Lenghth: 617; BIN: BOLD:AAB287		CASC				ANTC6076	Christopher Quock	2004-05-28			in damp sandy soil by trees and low vegetation	found under rocks		Lands End Coastal Trail	California	San Francisco	United States			37.78389	-122.51222		Nearctic		Lands_End_6.66	2024-08-16 02:45:15.0	1691	
casent0013458	dolichoderinae	linepithema	humile	2 workers	Pin				MSNG				ANTC6838	G. Boggiani	1896-12-31						Pto. 14 de Mayo	Alto Paraguay		Paraguay			-20.3833	-58.1333		Neotropical		Pto_14_de_Mayo	2024-08-16 02:45:34.0	1691	
casent0013459	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6839	E.T. Wells	1907-12-31						Queenstown ("Queenstown, Cape Colony")	Eastern Cape		South Africa			-31.9	26.8833		Afrotropical		Queenstown	2024-08-16 02:45:34.0	1691	
casent0013460	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6840	Wroughton	1908-12-31						("Basutuland")	Maseru		Lesotho			-29.3167	27.4833		Afrotropical		Maseru	2024-08-16 02:45:34.0	1691	
casent0013461	dolichoderinae	linepithema	humile	>5 queens	Pin				NHMUK				ANTC6841	E. Hargreaves	1915-12-31						Happy Jack	Louisiana	Plaquemines	United States			29.5167	-89.7333		Nearctic		Happy_Jack	2024-08-16 02:45:34.0	1691	
casent0013462	dolichoderinae	linepithema	humile	>5 queens	Pin				NHMUK				ANTC6842	E. Hargreaves	1916-12-31						s. loc	Louisiana		United States						Nearctic		s_loc_US_Louisiana	2024-08-16 02:45:34.0	1691	
casent0013463	dolichoderinae	linepithema	humile	1 queen	Pin				NHMB				ANTC6843	Cabrera	1918-12-31						Tenerife, Mte. Aguirre Cote de Laurel loc not found, coords given for Tenerife	Canary Islands		Spain			28.3167	-16.5667		Palearctic		Mte_Aguirre	2024-08-16 02:45:34.0	1691	
casent0013464	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6844	D. Bruce	1921-12-31						Madeira (Coords given for island)	Madeira		Portugal			32.6333	-16.9		Palearctic		Madeira_b	2024-08-16 02:45:34.0	1691	
casent0013465	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6845	W.C. Tait	1921-12-31						Oporto	Porto		Portugal			41.15	-8.6167		Palearctic		Oporto	2024-08-16 02:45:34.0	1691	
casent0013466	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6846	C. Mrs. Miller	1925-12-31						Las Palmas	Canary Islands		Spain			28.1	-15.4167		Palearctic		Las_Palmas_Spain_b	2024-08-16 02:45:34.0	1691	
casent0013467	dolichoderinae	linepithema	humile	3 queens, >5 workers	Pin				NHMUK				ANTC6847	Tucker	1926-12-31						Capetown	Western Cape		South Africa			-33.9167	18.4167		Afrotropical		Capetown_a	2024-08-16 02:45:34.0	1691	
casent0013468	dolichoderinae	linepithema	humile	4 workers	Pin				NHMUK				ANTC6848	M.R. Smith	1938-12-31						Starkville	Mississippi	Oktibbeha	United States			33.45	-88.8167		Nearctic		Starkville	2024-08-16 02:45:34.0	1691	
casent0013469	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6849		1948-12-31						Hyeres	Provence-Alpes-CÃ´te d'Azur		France			43.1167	6.1167		Palearctic		Hyeres	2024-08-16 02:45:34.0	1691	
casent0013470	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6850	F.D. Bennett	1953-12-31									Bermuda			32.3	-64.75		Neotropical		Bermuda	2024-08-16 02:45:34.0	1691	
casent0013471	dolichoderinae	linepithema	humile	>5 workers	Pin				FML				ANTC6851	B. Fuentes	1997-12-31						Res.Nat. Otamendi, 70k NE B.A.	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		Res_Nat_Otamendi	2024-08-16 02:45:34.0	1691	
casent0013472	dolichoderinae	linepithema	humile	5 workers	Pin				MCZ				ANTC6852	R.W. Harned							Hazelhurst	Mississippi	Copiah	United States			31.8667	-90.4		Nearctic		Hazelhurst	2024-08-16 02:45:34.0	1691	
casent0013473	dolichoderinae	linepithema	humile	2 workers	Pin				NHMB				ANTC6853		1928-12-06																		2024-08-16 02:45:34.0	1691	
casent0013474	dolichoderinae	linepithema	humile	1 worker	Pin				NHMUK				ANTC6854	Lindberg	1957-07-01						Ribeira Brava	Madeira		Portugal			32.65	-17.0667		Palearctic		Ribeira_Brava_a	2024-08-16 02:45:34.0	1691	
casent0013475	dolichoderinae	linepithema	humile	3 workers	Pin				ALWC				AW1663	Alex L. Wild	2002-11-01						Campana	Buenos Aires		Argentina	10		-34.1991	-58.9313		Neotropical		Campana	2024-08-16 02:45:34.0	1691	
casent0013476	dolichoderinae	linepithema	humile	3 workers	Pin				ALWC				AW1664	Alex L. Wild	2002-11-01						Res. Nat. Otamendi	Buenos Aires		Argentina	10		-34.2188	-58.9009		Neotropical		Res_Nat_Otamendi_10	2024-08-16 02:45:34.0	1691	
casent0013477	dolichoderinae	linepithema	humile	>5 workers	Pin				ALWC				AW1665	Alex L. Wild	2002-11-01						Res. Nat. Otamendi	Buenos Aires		Argentina	10		-34.2188	-58.9009		Neotropical		Res_Nat_Otamendi_10	2024-08-16 02:45:34.0	1691	
casent0013478	dolichoderinae	linepithema	humile		Pin				NHMUK				ANTC6855	J.N. Taylor	1933-01-10						Chillingham (as "Chellingham")			United Kingdom			55.5167	-1.9		Palearctic		Chillingham	2024-08-16 02:45:34.0	1691	
casent0013479	dolichoderinae	linepithema	humile	>5 workers	Pin				QCAZ				ANTC6856	M.F. Salvador	2002-01-10						Quito	Pichincha		Ecuador	2732		-0.1895	-78.4939		Neotropical		Quito_2732	2024-08-16 02:45:34.0	1691	
casent0013480	dolichoderinae	linepithema	humile	5 workers	Pin				NHMUK				ANTC6857	Lindberg	1959-04-10						Porto Santo Calheta (Coords given for Ponta Calheta)	Madeira		Portugal			32.7	-17.2		Palearctic		Porto_Santo_Calheta	2024-08-16 02:45:34.0	1691	
casent0013481	dolichoderinae	linepithema	humile	2 workers	Pin				ALWC				AW1273	Alex L. Wild	2001-05-10		1900hr.	Coastal scrub/woodland edge	ants on Manzanita bush		Big Sur	California	Monterey	United States	300		36.2667	-121.7833		Nearctic		Big_Sur	2024-08-16 02:45:34.0	1691	
casent0013482	dolichoderinae	linepithema	humile	1 queen	Pin				UCDC				AVS0257	A.V. Suarez	1995-10-10							California	San Diego	United States	89		33.3667	-117.35		Nearctic		San_Diego_89	2024-08-16 02:45:34.0	1691	
casent0013483	dolichoderinae	linepithema	humile	5 workers	Pin				FML				ANTC6858	J.S. Pedersen	1999-10-10						Sto. TomÃ©	Corrientes	Santo TomÃ©	Argentina			-28.55	-56.05		Neotropical		Sto_Tome	2024-08-16 02:45:34.0	1691	
casent0013484	dolichoderinae	linepithema	humile	5 workers, 1 male	Pin				ALWC				AW1787	Alex L. Wild	2000-12-10						1k E Pilar	NeembucÃº		Paraguay	65		-26.8321	-58.282734		Neotropical		Pilar	2024-08-16 02:45:34.0	1691	
casent0013485	dolichoderinae	linepithema	humile	>5 workers, >5 males	Pin				NHMB				ANTC6859	C. Bruch	1915-12-10						Isla Martin Garcia	Buenos Aires		Argentina			-34.35	-58.2667		Neotropical		Isla_Martin_Garcia	2024-08-16 02:45:34.0	1691	
casent0013486	dolichoderinae	linepithema	humile	>5 workers, 2 males	Pin				MACN				ANTC6860		1915-12-10						Isla Martin Garcia	Buenos Aires		Argentina			-34.35	-58.2667		Neotropical		Isla_Martin_Garcia	2024-08-16 02:45:34.0	1691	
casent0013487	dolichoderinae	linepithema	humile	4 workers	Pin				NHMUK				ANTC6861	Lindberg	1959-05-11						Ilheu ChÃ£o	Madeira		Portugal			32.5833	-16.5333		Palearctic		Ilheu_Chao	2024-08-16 02:45:34.0	1691	
casent0013488	dolichoderinae	linepithema	humile	>5 workers	Pin				ALWC				AW1815	Alex L. Wild	2002-12-11							NeembucÃº		Paraguay	105		-26.8682	-57.7843		Neotropical		Neembucu	2024-08-16 02:45:34.0	1691	
casent0013489	dolichoderinae	linepithema	humile	3 workers	Pin				UCDC				ANTC6862	J.E. Barriga	1997-01-01	1997-01-10					10 km E CuricÃ³	Maule		Chile			-34.9833	-71.1833		Neotropical		E_Curico	2024-08-16 02:45:34.0	1691	
casent0013490	dolichoderinae	linepithema	humile	3 workers	Pin				UCDC				ANTC6863	J.E. Barriga	1997-12-01	1997-12-11					10 km E CuricÃ³	Maule		Chile			-34.9833	-71.1833		Neotropical		E_Curico	2024-08-16 02:45:34.0	1691	
casent0013491	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMB				ANTC6864	H. Pochon	1960-06-01	1960-06-15					Playa de Aro	Catalonia		Spain			41.8167	3.06667		Palearctic		Playa_de_Aro	2024-08-16 02:45:34.0	1691	
casent0013492	dolichoderinae	linepithema	humile	5 workers	Pin				MZSP				ANTC6865		1957-09-12						Varazze (Savona)			Italy			44.3667	8.6333		Palearctic		Varazze	2024-08-16 02:45:34.0	1691	
casent0013493	dolichoderinae	linepithema	humile	3 workers	Pin				MZSP				ANTC6866		1951-02-12						Origin of shipment: Bermuda			Bermuda			32.3	-64.75		Neotropical		POE_Bermuda	2024-08-16 02:45:34.0	1691	
casent0013494	dolichoderinae	linepithema	humile	2 workers	Pin				UCDC				ANTC6867	M.E. Irwin	1997-06-12	1997-06-18	malaise trap				Sta. Monica Mts, Big Rock Road	California	Los Angeles	United States			34.0333	-118.6167		Nearctic		Big_Rock_Road	2024-08-16 02:45:34.0	1691	
casent0013495	dolichoderinae	linepithema	humile	3 workers	Pin				UCDC				ANTC6868	E. Arias	1997-01-13		sweeping vegetation				Los Angeles	BiobÃ­o		Chile			-37.4333	-72.3167		Neotropical		Los_Angeles_CI	2024-08-16 02:45:34.0	1691	
casent0013496	dolichoderinae	linepithema	humile	1 worker	Pin				NHMUK				ANTC6869	Lindberg	1959-04-13						Porto Santo, Serra de dentro- Juliana	Madeira		Portugal			33.0667	-16.3333		Palearctic		Porto_Santo	2024-08-16 02:45:34.0	1691	
casent0013497	dolichoderinae	linepithema	humile	2 workers	Pin				NHMW				ANTC6870		1885-05-13							Montevideo		Uruguay			-34.85	-56.1667		Neotropical		Montevideo_a	2024-08-16 02:45:34.0	1691	
casent0013498	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6871		1954-08-13						Up to 500 m. (Coords given for Island of Madeira)	Madeira		Portugal			32.6333	-16.9		Palearctic		Up_to_500	2024-08-16 02:45:34.0	1691	
casent0013499	dolichoderinae	linepithema	humile	3 workers	Pin				NHMUK				ANTC6872	J. Osborne	1966-08-13						nr. Naples (coords given for Naples)	Campania		Italy			40.8333	14.25		Palearctic		nr_Naples	2024-08-16 02:45:34.0	1691	
casent0013500	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0581	A.V. Suarez	1997-12-13						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013501	dolichoderinae	linepithema	humile	1 queen, 1 worker, 2 males	Pin				AVSC				AVS0583	A.V. Suarez	1997-12-13						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013502	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0584	A.V. Suarez	1997-12-13						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013503	dolichoderinae	linepithema	humile	2 workers	Pin				ALWC				JSP098	J.S. Pedersen	1999-10-13	1999-10-15					Ayo. Cuay Grande	Corrientes	Santo TomÃ©	Argentina			-28.7833	-56.2833		Neotropical		Ayo_Cuay_Grande	2024-08-16 02:45:34.0	1691	
casent0013504	dolichoderinae	linepithema	humile	2 queens	Pin				ALWC				JSP278	J.S. Pedersen	1999-10-13	1999-10-15					Ayo. Cuay Grande	Corrientes	Santo TomÃ©	Argentina			-28.7833	-56.2833		Neotropical		Ayo_Cuay_Grande	2024-08-16 02:45:34.0	1691	
casent0013505	dolichoderinae	linepithema	humile	3 queens	Pin				ALWC				JSP286	J.S. Pedersen	1999-10-13	1999-10-15					Ayo. Cuay Grande	Corrientes	Santo TomÃ©	Argentina			-28.7833	-56.2833		Neotropical		Ayo_Cuay_Grande	2024-08-16 02:45:34.0	1691	
casent0013506	dolichoderinae	linepithema	humile	2 males	Pin				ALWC				JSP268	J.S. Pedersen	1999-10-13	1999-10-15					Ayo. Cuay Grande	Corrientes	Santo TomÃ©	Argentina			-28.7833	-56.2833		Neotropical		Ayo_Cuay_Grande	2024-08-16 02:45:34.0	1691	
casent0013507	dolichoderinae	linepithema	humile	2 workers	Pin				USNM				USDA11519	R.H. Waldberger	1907-01-14						Clarksdale	Mississippi	Coahoma	United States			34.2	-90.5667		Nearctic		Clarksdale	2024-08-16 02:45:34.0	1691	
casent0013508	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6873	A.C. Marsh	1982-03-14						Swakopmund	Erongo		Namibia			-22.6833	14.5333		Afrotropical		Swakopmund	2024-08-16 02:45:34.0	1691	
casent0013509	dolichoderinae	linepithema	humile	1 worker, 1 male	Pin				PSWC				PSW08297A	P.S. Ward	1986-06-14			roadside edge	on low vegetation		6k W Capay.	California	Yolo	United States	90		38.7	-122.1167		Nearctic		Capay	2024-08-16 02:45:34.0	1691	
casent0013510	dolichoderinae	linepithema	humile	>5 workers	Pin				NHMUK				ANTC6874		1949-07-14						W. Maidstone, Kent			United Kingdom			51.2667	0.5167		Palearctic		W_Maidstone	2024-08-16 02:45:34.0	1691	
casent0013511	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0585	A.V. Suarez	1997-12-14						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013512	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0587	A.V. Suarez	1997-12-14						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013513	dolichoderinae	linepithema	humile	5 queens, 3 workers	Pin	geolocate_UncertaintyRadiusMeters: 3036 geolocate_UncertaintyPolygon: Unavailable geolocate_Score: 36 geolocate_Precision: Low geolocate_ParsePattern: FRANCE			NHMB				ANTC6875	W. Markl	1959-03-14	1959-03-27					Ville Franche (? There are numerous "Ville Franche" in France)			France			44.63762	0.44773		Palearctic		Ville_Franche	2024-08-16 02:45:34.0	1691	
casent0013514	dolichoderinae	linepithema	humile	2 queens, 1 worker	Pin				AVSC				AVS1413	A.V. Suarez	1996-03-15						UC Elliot Reserve	California	San Diego	United States	150		32.9	-117.1		Nearctic		UC_Elliot_Reserve	2024-08-16 02:50:43.0	1691	
casent0013515	dolichoderinae	linepithema	humile	1 worker	Pin				NHMB				ANTC6876		1927-04-15						Tenerife, Volcan de Guimar	Canary Islands		Spain			29.3167	-16.3833		Palearctic		Volcan_de_Guimar	2024-08-16 02:45:34.0	1691	
casent0013516	dolichoderinae	linepithema	humile	1 worker	Pin				LACM				ANTC6877	R. Orth	1965-06-15						Oso Flaco Lake.	California	San Luis Obispo	United States			35.0333	-120.6167		Nearctic		Oso_Flaco_Lake	2024-08-16 02:45:34.0	1691	
casent0013517	dolichoderinae	linepithema	humile	>5 workers	Pin				USNM				ANTC6878	L.C. Murphee	1929-07-15						Ft. Deposit	Alabama	Lowndes	United States			31.9833	-86.5667		Nearctic		Ft_Deposit	2024-08-16 02:45:34.0	1691	
casent0013518	dolichoderinae	linepithema	humile	1 worker	Pin				AVSC				AVS0509	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013519	dolichoderinae	linepithema	humile	1 worker	Pin				AVSC				AVS0508	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013520	dolichoderinae	linepithema	humile	2 workers	Pin				AVSC				AVS0510	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013521	dolichoderinae	linepithema	humile	1 queen	Pin				AVSC				AVS0558	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013522	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0578	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013523	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0579	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013524	dolichoderinae	linepithema	humile	4 workers	Pin				AVSC				AVS0580	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013525	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0582	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013526	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0586	A.V. Suarez	1997-12-15						R. Otamendi	Buenos Aires		Argentina			-34.2333	-58.9		Neotropical		R_Otamendi	2024-08-16 02:50:43.0	1691	
casent0013527	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0772	A.V. Suarez	1999-02-16						Port Ibicuy	Entre RÃ­os	Islas del Ibicuy	Argentina			-33.8	-59.1667		Neotropical		Port_Ibicuy	2024-08-16 02:50:43.0	1691	
casent0013528	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0773	A.V. Suarez	1999-02-16						Port Ibicuy	Entre RÃ­os	Islas del Ibicuy	Argentina			-33.8	-59.1667		Neotropical		Port_Ibicuy	2024-08-16 02:50:43.0	1691	
casent0013529	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0774	A.V. Suarez	1999-02-16						Port Ibicuy	Entre RÃ­os	Islas del Ibicuy	Argentina			-33.8	-59.1667		Neotropical		Port_Ibicuy	2024-08-16 02:50:43.0	1691	
casent0013530	dolichoderinae	linepithema	humile	3 workers	Pin				AVSC				AVS0775	A.V. Suarez	1999-02-16						Port Ibicuy	Entre RÃ­os	Islas del Ibicuy	Argentina			-33.8	-59.1667		Neotropical		Port_Ibicuy	2024-08-16 02:50:43.0	1691	
casent0013531	dolichoderinae	linepithema	humile	1 queen, 2 workers	Pin				PSWC				PSW13289	P.S. Ward	1997-03-16			grassland	under stone		San Bruno Mt.	California	San Mateo	United States	50		37.6833	-122.4333		Nearctic	coordinates obtained from Label	San_Bruno_Mtn_50_Bay_Area	2024-08-16 02:45:34.0	1691	
casent0013532	dolichoderinae	linepithema	humile	2 workers	Pin				NHMUK				ANTC6879	A. Giusti	2003-03-16						Monte Argentario Giannella (Gianella not found, Coords given for Monte Argentario)	Toscana		Italy			42.4167	11.16667		Palearctic		Monte_Argentario	2024-08-16 02:45:34.0	1691	
casent0013533	dolichoderinae	linepithema	humile	3 males	Pin				UCDC				AVS0445	A.V. Suarez	1996-05-16						Balboa Park	California	San Diego	United States	89		33.2167	-117.2333		Nearctic		Balboa_Park	2024-08-16 02:45:34.0	1691	
casent0013534	dolichoderinae	linepithema	humile	2 queens, 3 workers, 2 males	Pin				ALWC				AW1630	Alex L. Wild	2002-10-16						c 10k S Medanos	Entre RÃ­os	Islas del Ibicuy	Argentina	4		-33.4797	-58.8673		Neotropical		Medanos	2024-08-16 02:45:34.0	1691	
